iter	Logloss
0	0.6320097947
1	0.5750563668
2	0.5285512492
3	0.4791299589
4	0.4386703676
5	0.4010836246
6	0.3642425184
7	0.3316150985
8	0.3004997954
9	0.2767617301
10	0.2532406755
11	0.2309466694
12	0.2129074379
13	0.1938138417
14	0.179448409
15	0.1660098976
16	0.1530743585
17	0.1420539287
18	0.1307756981
19	0.1228386169
20	0.114752547
21	0.1080372824
22	0.1013960512
23	0.09385732332
24	0.08746072202
25	0.08087111127
26	0.07680585007
27	0.07308370687
28	0.06794053697
29	0.06485317751
30	0.06122461195
31	0.05839533006
32	0.05585015204
33	0.05234495346
34	0.04922802414
35	0.0466353348
36	0.04479086069
37	0.04329089446
38	0.04171800683
39	0.03945687656
40	0.03781270699
41	0.03604092156
42	0.03513029878
43	0.03353513797
44	0.03216618398
45	0.03079294487
46	0.02942221804
47	0.02826055296
48	0.02705683407
49	0.02606442653
50	0.02506710796
51	0.02413778272
52	0.02349059192
53	0.02263375946
54	0.02184997315
55	0.02113703202
56	0.02053662658
57	0.01979367976
58	0.01918050936
59	0.01858135948
60	0.01809474233
61	0.01762433725
62	0.01706669055
63	0.01675164299
64	0.01633698179
65	0.01580076798
66	0.01540166782
67	0.01508805259
68	0.01465473734
69	0.01418910542
70	0.01375110903
71	0.01341048411
72	0.01302768839
73	0.01272771339
74	0.01240329488
75	0.01210053489
76	0.01186386923
77	0.01162667587
78	0.01133064109
79	0.01113250189
80	0.010871585
81	0.01062534241
82	0.0104535784
83	0.01031370699
84	0.01006385817
85	0.009840373391
86	0.009632240538
87	0.009420718777
88	0.009230731576
89	0.009077894272
90	0.00891860832
91	0.008733170914
92	0.008561794917
93	0.00839034396
94	0.008273293185
95	0.008143748877
96	0.008008072892
97	0.007891126634
98	0.007743853352
99	0.007594954821
100	0.007438168129
101	0.007324623071
102	0.0071764828
103	0.007080948668
104	0.006947356958
105	0.006824138516
106	0.006697805221
107	0.006565666515
108	0.006467575633
109	0.006371284266
110	0.006264388767
111	0.0061880608
112	0.006101227386
113	0.006016886101
114	0.005922955011
115	0.005834594598
116	0.005752038012
117	0.005667721753
118	0.005603204775
119	0.005529338856
120	0.005463809719
121	0.005416657146
122	0.005337555767
123	0.005253779435
124	0.005177393581
125	0.005115418278
126	0.005059979595
127	0.005006062143
128	0.004952377002
129	0.004900492737
130	0.004833720865
131	0.004772796734
132	0.004716142819
133	0.004667594879
134	0.004628540555
135	0.004567470339
136	0.004542190402
137	0.004489553746
138	0.004417788376
139	0.004360786274
140	0.004299995365
141	0.004261433728
142	0.004197620745
143	0.004136952139
144	0.004105729554
145	0.004084061733
146	0.004043821253
147	0.003991644883
148	0.00395204339
149	0.003916702507
150	0.003876784265
151	0.003837080183
152	0.003796702954
153	0.003767368351
154	0.003727329653
155	0.003685403236
156	0.00364105515
157	0.003584607345
158	0.003542412448
159	0.003502735082
160	0.003466599138
161	0.00343467308
162	0.003405359415
163	0.003375942966
164	0.003346241168
165	0.003322843599
166	0.003287755712
167	0.003250936778
168	0.003222841296
169	0.003203539389
170	0.003188009465
171	0.003155828605
172	0.003135383194
173	0.003119639284
174	0.003091036219
175	0.003063278533
176	0.003036233634
177	0.003011964548
178	0.002989909173
179	0.00297099018
180	0.002957357229
181	0.002929986057
182	0.002907747589
183	0.002896434033
184	0.002878350837
185	0.002855502111
186	0.002824987209
187	0.002802509968
188	0.002789804157
189	0.002756076894
190	0.002727747874
191	0.002700938092
192	0.00268880818
193	0.002671635303
194	0.002651191974
195	0.002634597133
196	0.002611427781
197	0.002597039044
198	0.002571401108
199	0.00255369019
200	0.002544403136
201	0.002520097718
202	0.00249828649
203	0.002483440877
204	0.002466511675
205	0.002442545172
206	0.002417108688
207	0.002399615283
208	0.002381220707
209	0.002363673731
210	0.002344499873
211	0.002330164822
212	0.002313103412
213	0.002293171823
